newsId,categoryId,categoryName,author,title,article,timestamp,datetime
4287293,847,house,鉅亨網記者張欽發 台北,〈房產〉縱有湖岸及公園景觀加持 北市豪宅行情也不得不低頭,大安森林公園旁豪宅「勤美璞真」曾引爆前中央銀行總裁彭淮南祭出「豪宅限貸令」，頂樓戶去年 10 月成交，實價揭露總價為 9.25 億元，拆算車位後每坪單價約 250 萬元，相較當初喊出 12 億元的價格，等於開價打了 77 折，而內湖新案成屋銷售開價，也較預售時下修了 15%。「勤美璞真碧湖畔」為勤美 (1532-TW) 集團建設在台北市另一景觀豪宅，去年底取得使用執照後，除原已售 6 成的戶數陸續交屋外，成屋也由璞園建築團隊開始上線銷售，璞園建築團隊今 (8) 日則證實，跟隨市場交易狀況的變化，目前在「勤美璞真碧湖畔」在銷售開價，也的確較預售時打了 85 折，但議價空間則縮小。根據實價揭露最新資料顯示，規劃戶數 48 戶的「勤美璞真碧湖畔」已有 13 戶實價揭露資料，目前揭露最高價為 12 樓每坪 162.6 萬元，刷新內湖豪宅最高成交價格，而已揭露的 13 戶成交價格，每坪也都在 139 萬元以上，成內湖最新豪宅一哥。對於「勤美璞真碧湖畔」的銷售，總經理汪家玗則指出，此建案已售出 6 成，售出戶全數為為自住客及為第二代置產的用途，完全沒有投資客，已售出戶以內湖的區域客戶占一半。此一碧湖畔岸的景觀大樓，完全也符合「離塵不離城」的訴求。此外，勤美集團預計在 4.、5 月間在台中市推攜手國際建築大師 - 隈吾發表「勤美之森」建案，並結合洲際酒店、博物館、住宅大樓等規劃，其中預計將推出 200 戶住宅，總銷達 100 億元，第一期預計在 2022 年完工。,1552043584,2019-03-08 19:13:04
4287077,847,house,鉅亨網記者張欽發 台北,〈房產〉去年外國人來台購屋件數回溫 在台北置產占件數四分之一,外國人來台購屋回溫，據內政部統計資料，2018 全台外國人取得建物共 1254 件，不僅比 2017 年略增 4.5%，和 2016 年相較增加 27.3%，總數也接近 2014 年的 1269 件。觀察六都購屋成長比例，去年以台中 25.2% 的增幅最大，購屋筆數仍以台北市最多，達 326 件，占全國件數 25%。台灣房屋智庫發言人張旭嵐表示，純外資投資案考量政策性因素和總體經濟狀況，以及物件投報率，因此置產目光多集中在資源豐富，具有投資價值的雙北不動產，而房地合一新制對於外國人置產稅率高，持有一年內出售課稅 45%，一年後出售也要課 35%，因此 2015 年搶依舊制的交易量大增，2016 年新制上路後，買氣直墜幾近腰斬。隨著台灣房價向下修正並呈現盤整，加上美中貿易戰，不少台商因資金考量，以第三地身分回台購置不動產，因此外國人在台購屋件數 2018 年明顯量增，逐漸恢復 2014 年的常態水準。張旭嵐分析，去年底投審會對僑外資來台投資審查鬆綁，政府對僑外資的友善態度，不僅可望讓國內商用不動產的租賃需求增溫，也有助刺激國內商辦或不動產投資的交易量。和 2016 年的低點相較，六都中以台中市增幅最高，71.8%，桃園居次 56.6%，就整體台灣地區而言，雙北新的商業機能和需求都相對旺盛，張旭嵐指出，外資來台，還是著眼北台灣，桃園和台中過去基期低，但隨著桃園航空城計畫啟動，機場捷過完工；台中國際建設陸續啟動，鐵路高架化通車，捷運綠線完工，便捷的交通對於倚賴大眾交通系統的外國人來說大幅提升交通便利性，不過外資量體畢竟占整體房市交易少數，整體交易量還是依靠市場剛性需求撐盤。外國人取得建物，台中市以西屯區、南屯區為最多，其次北屯區，仍以都市機能較發展的地區為主。台灣房屋富榮大墩店東林秉達表示，水湳經貿園區將動工，整體規畫帶動台中商業發展，而台中國際機場增加國際航線，國際化指數增，因此從去年就接到不少台商或海外資金的買家投石問路，包括工業地商辦和透天套房的需求，產品需求多元，總價範圍也大，而草悟道一帶因人文氣息濃，是較受外國人自住買盤青睞的區域。 ,1552016450,2019-03-08 11:40:50
4286711,847,house,鉅亨網記者張欽發 台北,〈房產〉國產署標售17戶「明日博」豪宅 今全數流標收場,雖然台北市大安區去年 12 月豪宅買氣旺，包括敦南寓邸、和平大苑、明日博都有交易紀錄，但台鐵委託國有財產署辦理北市大安區都更豪宅「明日博」17 戶標售案，今 (7) 日卻以全數流標收場，房仲業者指出，官方一次釋出的地產量體如此大，又屬高單價、高總價產品，買家不會輕易出手，首次開標就流標的狀況也屬合理。實價資料顯示，台北市大安區去年全年就有合計 52 筆億元豪宅交易，重返區域豪宅交易第一名。但今天的「明日博」17 戶標售案狀況卻清淡，17 戶分別為 8、9、10、11、18 樓，每戶標售單價在每坪 119-137 萬之間，不過全數流標收場。台灣房屋智庫發言人張旭嵐表示，此次流標並不意外，此次標售的樓層為 8 樓到 18 樓的中高樓層，觀察 2018 年 12 月明日博兩筆 9 樓交易，單價在 96.7 萬。而這次最低樓層 8 樓的底標單價仍要 119 萬，價格上不具吸引力，因此市場對國產署標售明日博反應並不熱烈。不過，由於市場上還不少餘屋待售，現場還是有不少民眾關心標售結果，希望拿標售結果做為後續進場出價參考。台灣房屋信義安和捷運特許加盟店店東廖德欣指出，明日博為大安區都更豪宅，同時擁有住宅及商辦設施，也是北市少數有室內泳池的豪宅，因此成為不少高資產族口袋選項之一，唯一抗性在於近鄰高架道路，而中高樓層在景觀上已經不受高架橋影響，若下次標售價格有下降，應該會吸引多目光焦點。張旭嵐表示，雖然目前房市整體回溫趨勢，台北市不少指標性的超級豪宅也屢創亮眼成交表現，不過由於目前總價在億元豪宅選擇多，建商存貨也多，有實力的買家還是會以價格為優先考量，降價還是最能刺激買氣的關鍵。信義房屋 (9940-TW) 不動產企研室專案經理曾敬德指出，此次由台鐵一次釋出的豪宅地產戶數高達 17 戶，又屬高單價、高總價產品，縱使目前建商指豪宅交易在升溫之中，但以本次標售案的龐大量體而言，也難免造成市場的觀望，在首次開標就流標的狀況也屬合理。曾敬德指出，官方資產標售案價格訂定，有一定的估價程序，即使首度開標流標之後，但經多次招標失敗、走過多重的程序之後，就會出現降底標價格的作法，也會造成市場的觀望。 ,1551947544,2019-03-07 16:32:24
4286564,847,house,鉅亨網記者張欽發 台北,〈房產〉住展風向球2月又閃藍燈 3月有機會回升到黃藍燈,市調機構住展調查，代表北台灣新建案市場概況的住展風向球，2 月總分降至 26.9 分，比今年 1 月略減 0.2 分，已連續第 7 個月亮藍燈。住展企研室經理何世昌研判，2 月原本就是房市淡季，工作天數也少，使風向球分數微幅下滑，市況上揚趨勢不變，3 月房市就可回升到黃藍燈水準。何世昌指出，北台灣 2 月新建案市況雖平淡，但市場仍有特別的狀況。如新莊頭前重劃區旁，出現純廠辦案「金矽谷 NO.23」，是新莊自 2011 年以來首見純廠辦，顯示開發商不再專情住宅市場，且新北市的商、廠辦開發熱潮有逐漸加溫的趨勢，接下來三重新燕廠開發案若開賣，廠辦熱度將再加溫。住展指出，2 月年假結束後，推案量逐漸放大，全月預售案量超過 200 億元，其中單一案量達 10 億元以上的指標案，有台北市南港「皇鼎一品」、中山「大喆」，新北三重「I HOUSE」、新莊「金矽谷 NO.23」，桃園中壢「良茂詠恆—詠美館」、龜山「耀台北」，新竹縣則有竹北的「興時代」。同時，2 月此台灣新釋出的成屋建案，同步增加至約 400 戶，單一案量達 10 億以上指標案有新北三重「馥都匯」、桃市桃園「展昇奧斯卡」。住展統計，雖然 2 月建商推案量增，但建案廣告量卻持續萎縮，2 月廣告批數落至約 1 萬批，較 1 月銳減逾 1 成。北台灣釋出報廣的建案持續減少，但將廣告投放到高雄的建案卻不減反增，主因仍與資金南漂，以及北部投資客、購屋團，南下高雄買房的熱度不退有關。至於議價率的部份則維持平盤，未因市況變化而有所起伏。來人與成交組數則連袂下挫，主要是今年春節檔期表現較差、和工作天數較少所致，但月減幅不到 5％，優於預期，且年後整體市場已出現反彈，若維持這個趨勢的話，預期 3 月的來人與成交組數可望上升。何世昌認為，從目前新建案市況來看，買氣雖處在相對低檔，但仍有基本水準並未潰散，2 月可能是今年上半年最後一顆藍燈。等到傳統旺季 329 檔期起跑後，市況可望加溫，風向球升至黃藍燈的機率頗高。 ,1551933054,2019-03-07 12:30:54
4286201,847,house,鉅亨網記者張欽發 台北,〈房產〉湖岸景觀加持 「碧湖畔」每坪162萬元創內湖高價,根據實價揭露最新資料顯示，台北市內湖區景觀豪宅「碧湖畔」，已有 13 戶實價揭露資料，目前揭露最高價為 12 樓每坪 162.6 萬元，刷新內湖豪宅最高成交價格，已揭露的 13 戶成交價格，每坪也都在 139 萬元以上，成內湖最新豪宅一哥。信義房屋 (9940-TW) 不動產企研室專案經理曾敬德表示，近 10 年富裕階層崛起，對於住宅品質、管理、景觀等條件越來越重視，包括都會公園的景觀宅、水岸與精華重劃區的豪宅等。若是較好的景觀條件，搭配豪宅品牌建商的設計規劃等，往往能夠吸引富裕階層的目光，同時也有較強的創造價格能力，近年甚至看到同一個豪宅大樓，因為景觀條件的不同，房價甚至有單坪的百萬差距。「碧湖畔」建案屬於碧湖旁第一排的景觀豪宅，目前已實價揭露的 13 筆資料，交易時間多落在 2014 年與 2015 年，當時已經是景氣由高檔轉折往下，13 筆交易中最高價的是 12 樓的總價 2.66 億元，每坪成交價格為 162.6 萬元，其次則是 11 樓的 161.6 萬元，其他則成交在每坪 139-158 萬元之間，13 戶的成交價格都是內湖區的最高價依區，也確認「碧湖畔」成為內湖的豪宅一哥。 ,1551860584,2019-03-06 16:23:04
4285241,847,house,鉅亨網記者張欽發 台北,六都前2月房屋買賣移轉棟數年增3%  高雄年增1成最靚,全台六都地政局今 (4) 日公布 2 月建物買賣移轉棟數，受 2 月上旬春節 9 天連假影響，加上實際工作天數不多，六都 2 月移轉合計 1.18 萬棟，與去年 2 月相比，雙北市、台中市、高雄市都呈現正成長，累計六都 1-2 月移轉數年增 3%，但高雄市年增 1 成表現最亮眼。信義房屋 (9940-TW) 不動產企研室專案經理曾敬德表示，2 月的農曆年假長達 9 天影響，2 月地政機關的工作天數比起去年同期少，不過 2 月的買賣移轉棟數仍較去年同期增加約 4%，反應今年 1 月市場的交易狀況穩定。永慶房屋業管部謝志傑經理表示，由於 2 月適逢 9 天新年假期，交易天數少，因此六都買賣移轉棟數平均較 1 月減少 40.3 %。若排除季節性因素，將 1、2 月交易量合併觀察，與去年同期相比交易量大多呈現微幅成長的，其中台北市年增 0.8%，新北市年增 5.2 %，台中市年增 0.1%，台南市年增 0.1%，高雄市年增率大幅成長 10%，而桃園市交易量則出現小幅衰退，年減 0.2 %。謝志傑表示，在大選底定後，房市觀望買氣回籠，1、2 月交易量年增 3 %，顯示民眾購屋信心回溫，吸引自住客群進場看屋、購屋，3 月將進入購屋旺季，預期房市可望持續成長。對於全台房屋買賣的後市，東森房屋研究中心經理于靜芳分析，受惠台商回流、科技廠等大型企業進駐的激勵，估計年後房市將再出現一波推升，都有機會衝高上半年整體房市、土地交易量，但自住市場下，價格波動不大，價格多持平或緩修正，住宅需求量大區域，目前屋主價格多有堅持， 下半年是總統大選前哨戰，房市恐轉觀望，但如有利多、稅制調整等政策議題釋出，房市量能仍可望放大成長。全台六都選戰最為激烈的高雄市，在韓流持續發威的激勵下，帶動當地經濟及觀光話題不斷，民眾購屋意願大增，1、2 月交易量較去年同期大增 10%，遠勝其他都會區，其中在交易量較大的區域如左營區、苓雅區、小港區都有 2 成以上的成長。于靜芳表示，由於 2 月的春節假期，向來是交易最淡的月份，今年受農曆春節 9 天連假影響，加上實際工作天數不多，相較上月因有過年封關前的噴發量體，相對六都 2 月整體約較 1 月下滑 4 成，其中，新北市因剛性買盤需求高，仍有部分交屋潮及成屋交易移轉支撐，月縮 34%、年增 16% 相對亮眼，以板橋區 604 棟、淡水區 466 棟、新莊區 332 棟最熱，板橋區有「江翠 ONE」大量交屋 374 棟、「湛然幸福時光」交屋 112 棟最多，淡水有「海洋都心 II」36 棟、「吉美雲品」25 棟，新莊則有「和耀民安讚」移轉 89 棟。于靜芳指出，雖然全台六都房屋買賣移轉月縮 4 成，但若與去年 2 月相比，包括新北市、台中市、台北市、高雄市皆都出現正成長，除新北市年增 16%，台中市年增也逾 1 成，以西屯區 557 棟、北屯區 275 棟最熱，太平區、南屯區、北區皆交易逾 150 棟，台中市近年有台商回流台中科學園區、台 74 線通車等建設議題激勵，人口紅利逐年上升，交易量能持續攀升，而雙北市因近 3 年房價修正，自住客、高資產族群回籠一般住宅與豪宅市場，推升交易呈現正成長，北市 2 月以中山區 181 棟、內湖區 171 棟最多，高雄市則明顯因選後新市長韓國瑜「韓流效應」持續加持 1、2 月購屋熱潮，也帶動南漂置產詢問度大幅增加，本月集中三民區 245 棟、楠梓 227 棟、鳳山區 225 棟最多。于靜芳分析，高雄市今年移轉表現相對亮眼，其實觀察選後 12 月買氣早已陸續出籠，房仲、建案看屋人潮皆增 2-3 成，雖去年 12 月未立即反映移轉表現，但買盤遞延發酵，加上登記移轉需要時間，故反而推升今年 1 月時移轉量一舉大增至 3519 棟，創下 3 年來單月新高紀錄，2 月雖因淡季轉弱，不過，1、2 月總計量仍年增 1 成，為六都表現最佳，顯見高雄市在九合一選舉落幕後，新市長韓國瑜「韓流」帶動南漂置產族、企業詢問度大幅增加，也因房價相對北部親民，吸引許多北部置產型買方出手，近期南台灣中小坪數住宅與店面交易熱絡。,1551694475,2019-03-04 18:14:35
4284918,847,house,鉅亨網記者張欽發 台北,〈房產〉建商推案信心增 今年全台估有11個百億元級量體個案登場,據房市市調機構統計，今年全台有 11 個量體達 100 億元以上的建案推出，總銷金額衝破 2000 億元以上；其中以新北市有 4 個 100 億元以上的建案，居各縣市之冠。住展企研室經理何世昌表示，去年以來買氣回溫，加上政府對房地產頻頻釋出友善政策，建商推案信心水漲船高，百億元級建案推案潮因而湧現。據統計，2019 年全台百億級建案遍地開花，台北市有 1 個、新北市 4 個、桃園市 1 個、新竹縣 1 個、新竹市 1 個、台中市 2 個，以及高雄市 1 個。今年開賣的百億級指標大案中，以南港輪胎 (2101-TW) 舊廠都計變更開發案「世界明珠」量體最大，住宅加商辦總量上看 800 億元。「世界明珠」案總樓地板面積約 6.7 萬坪，規劃住宅、商辦、商場與藝文展演空間。2019 年新北市百億元級建案數量最多，包括板橋「帝國廣場」、汐止「美麗山林」、三重「EBC 東森電視商貿中心開發案」淡水「海上皇宮」等案；「帝國廣場」是江翠北側最大規模建案，「美麗山林」為甲山林自建案，「海上皇宮」則是宏盛、甲山林合建案。何世昌並指出，新北市 4 件百億元級大案都各有特色，其中「帝國廣場」不僅是江翠北側重劃區第一個百億級建案，也是第一個結合住宅、商場的複合式開發案。「美麗山林」位於汐止水源路二段，主打大台北較少見的別墅社區。「海上皇宮」為淡海新市鎮高價建案，規劃私人遊艇碼頭，專攻高階客層。三重「EBC 東森電視商貿中心」則是茂德機構向味全 (1201-TW) 買下的新燕廠土地，將開發成三重史上最大規模的廠辦案，預估總銷遠 450 億元。今年台灣中、南部也有大型建案出籠，共有 3 件百億元級建案登場，分別是台中市的「勤美之森」、興富發 (2542-TW)「興富發烏日（高鐵站）案」，以及高雄市京城 (2524-TW)「京城美術皇居」。何世昌指出，高雄市「京城美術皇居」為美術館特區內，擁有逾 3000 坪大基地，基地規模在美術館特區內數一數二，更是高雄今年總銷金額最高的建案。 ,1551342907,2019-02-28 16:35:07
4284562,847,house,鉅亨網記者張欽發 台北,全台房市交易回溫 房仲業今年前2月成交量成長高雄最熱,全台房市交易在 2019 年前 2 個月出現回溫走勢，房仲業統計成交資料顯示，今年截至 2 月底止，永慶房屋成交量年增 38%，台灣房屋增加 12.7%，住商機構年成長 1 成，六都中並以高雄市成交量增長最快速。永慶房屋內部統計，在元宵節後，全台遞延、觀望買氣回籠，2 月民眾看屋態度積極，永慶全台交易量較去年同期成長 26%，其中以高雄市成長 58% 最熱銷，新竹縣市增加 46% 緊追在後，台中也成長 23% 位居第三位，其他都會區則成長 12%-17% 不等，顯示今年全台買氣明顯較去年回溫。永慶房屋業管部資深經理謝志傑表示，由於每年的農曆春節假期普遍落在 1 月或 2 月，工作日減少會影響房市交易量，將 1、2 月交易量合併觀察，排除季節因素影響，較能符合實際市況，統計今年 1-2 月交易量，全台交易量較去年同期成長 38%，北市增加 40%，新北成長 23%，桃園、新竹縣市分別成長 24% 與 46%，台中增加 31%，台南有 21% 的成長幅度，至於近期話題熱度居高不下的高雄則有 54% 的成長，研判第 1 季房市表現優於去年同期的可能性極高。此外，觀察 2 月七都房價，謝志傑指出，房價均呈現持平或正負 2% 內的區間整理，持續呈現盤整格局，自住買盤撐起房市，觀察交易量成長幅度最讓人驚豔的高雄，今年以來房價相對實惠的鳳山、楠梓、左營買氣大爆發，吸引不少首購族群進場購屋，總價以 300-700 萬為大宗，而位處市中心的三民、鼓山、苓雅也表現不俗，總價 400-800 萬元、1000-2000 萬元兩個總價帶受到購屋民眾青睞；至於新竹縣市則受惠於竹科帶動的就業與居住需求，吸引科技新貴購屋，新竹市東區、新竹縣的竹北交易量明顯增加，而台中的北屯、南區受到首購與換屋族青睞，房價平實，2 月房市表現亮眼。台灣房屋以累計前 2 月交易狀況和去年同期相較，其中以新北增幅最多達 18.7％，其次為高雄量增 15.9%，新竹增 14.8%；而價格則是新北跌 3.1%，高雄小跌 1.6%，其餘皆小漲，七都平均交易量增 12.7%，價增 1.4%，交易溫度上呈現「量增價微升」格局。台灣房屋智庫發言人張旭嵐表示，因春節假期和趕農曆年底前交易的習慣，2 月交易量較少，且開工後的房屋交易有明顯趨緩的狀況，不過若和去年同期相較，整體仍屬增溫，顯示剛性需求盤堅，買氣仍持續回溫中，雖有些區域單價看來有些微起色，不過整體而言購屋族追價能力有限，增幅並不大，今年房市發展，價格還是唯一關鍵 °。張旭嵐指出，量增最多的是新北市，總價集中在 500~800 萬元的公寓和華廈產品，顯示仍為首購自住買盤，而高雄雖然價格小幅盤整，但是整體氛圍經濟議題熱絡，自住買氣旺，由於接下來是 228 連假，台灣房屋統計年後「來店客數」與「來電客數」以及網路預約看屋皆較年前增加約 2 成，可望帶動 3 月的買氣。   ,1551248093,2019-02-27 14:14:53
4283667,847,house,鉅亨網記者王莞甯 台北,〈房產〉選舉後購屋需求回籠 1月五大銀行承作房貸創3年高點,台灣央行今 (25) 日公布 1 月本國五大銀行 (台銀、合庫銀、土銀、華銀和一銀) 新承作房貸，來到 494.83 億元，月增 35.67 億元，創 2016 年 1 月以來新高，利率也略回升至 1.629%，較上月上揚 0.012 個百分點。央行說明，1 月房貸需求熱絡，主要是有些去年底的選舉遞延效應，再加上選後各縣市推拚經濟活動，積極招商，可能也有拉抬房市效果，不過，房市走勢還要再觀察，每個月的房貸「有時候跟當時的交屋會有關係」。其中，1 月青年安心成家專案金額雖由上月的 64.5 億元增至 65.1 億元，但占比反而較上月減少，從上月 14.1% 降至 13.2%，由於青安專案利率相對低，在占比下滑後，使 1 月整體房貸利率略上揚。據統計，1 月六都會區移轉棟數合計為 1.98 萬戶，其中台北市月增 7.2%，新北市月增 6.2%，桃園市月增 3.8%，台中市月增 4%，台南市月增 20.3%，高雄市月增 27.4%。。另外，央行也提到，由於 1 月政府機關有資金調度需求，使週轉金貸款來到 8.29 億元，月增 9200 萬元，創單月高點。,1551086644,2019-02-25 17:24:04
4283639,847,house,鉅亨網記者張欽發 台北,衝刺進入3月房市交易旺季 房仲業者成交送地震險,自 2 月以來，宜蘭、台北、台南等地頻繁傳出規模 4 以上地震，房仲業在迎接 3-4 月起進入上半年交易旺季同時，在保障消費者住家安全的訴求下，太平洋房屋搶先出招，以推出成交送地震險活動搶市，成交送一年期住宅地震基本險，保額最高 150 萬元。房仲業指出，就傳統市場交易量及全年景氣循環而言，全年 2 月為交易最淡的月分，3-4 月起進入上半年交易旺季，就業者而言，無非以保障居家安全的訴求，促銷衝刺 3 月的 3-4 月起進入上半年交易旺季業績。而過去，房仲業者在旺季的促銷案，也曾打出以成交抽獎名牌電動機車，以加強交易誘因。太平洋房屋提出「買屋就送 150 萬地震基本險」的活動，買屋就送住宅地震基本險，保額最高 150 萬元，保障消費者住家安全。太平洋房屋副總經理章克勤指出，太平洋房屋首創房仲業買屋送地震險的活動，是為了守護消費者的家園，而用心服務每個消費者是太平洋房屋一直不變的初衷，同時可讓消費者深刻體會居家財產安全性需多方顧慮。全台目前 66% 房屋未投保地震險，而目前住宅地震險保額最高 150 萬元，臨時住宅費用 20 萬元，每一保戶每年保費為 1350 元，平均下來，每月僅需支出 112.5 元。因此，太平洋房屋推出買屋就送地震基本險活動，主要目的除提升國人對地震險的重視，更重要的是將服務精神延伸到守護每個消費者的家。台灣地理位置處在地震板塊交界，這兩年台南、花蓮也因為地震傳出災情。根據住宅地震保險基金統計，截至 2018 年 12 月 31 日止，住宅地震險有效保單件數為 300 萬戶，全國平均投保率為 34.53%，早期從 2% 提高到目前的投保水準，雖然已經成長 17 倍，但是也還有約 569 萬戶的屋主，並沒有投保住宅地震險。  ,1551085569,2019-02-25 17:06:09
